cluster.index	parent.mass	RTMean	LibraryID	MetFragID	MetFragSC	FusionID	FusionSC	ConsensusID	ConsensusSC
770	592.3532	0	N/A	CCMSLIB00000206150				SN00265645#SN00236001	Lipids and lipid-like molecules
771	1072.3108	0	N/A						
773	290.2689	0	N/A						
774	386.2754	0	N/A	CHEBI:130940#SN00012745#CHEBI:52804#SN00035458	Organoheterocyclic compounds			CHEBI:130940#SN00012745#CHEBI:52804#SN00035458	Organoheterocyclic compounds
775	463.3049	0	N/A	SN00378983#SN00240294#SN00369567#SN00318383#SN00298135	Lipids and lipid-like molecules			SN00377767#SN00350288#SN00247449#SN00308398#SN00169309#SN00302208#SN00271946#SN00381805#SN00232437#SN00255156#SN00361376	Lipids and lipid-like molecules
776	502.3502	0	N/A	SN00335843#SN00346417	Phenylpropanoids and polyketides#Organic oxygen compounds			SN00335843#SN00346417	Phenylpropanoids and polyketides#Organic oxygen compounds
777	254.1905	0	N/A	CHEBI:103895#SN00158706#CHEBI:87903	Organoheterocyclic compounds#Lipids and lipid-like molecules	CHEBI:103895#SN00158706#CHEBI:87903	Organoheterocyclic compounds#Lipids and lipid-like molecules	CHEBI:103895#SN00158706#CHEBI:87903	Organoheterocyclic compounds#Lipids and lipid-like molecules
780	214.2532	0	N/A						
781	578.3729	0	N/A						
783	486.364	0	N/A	SN00169948#SN00164557#SN00086576	Lipids and lipid-like molecules			SN00162846#SN00158176	Lipids and lipid-like molecules
784	216.1962	0	Dodecanoicacid,12-[[(cyclohexylamino)carbonyl]amino]-						
785	562.3433	0	N/A	CHEBI:79359#SN00163721	Lipids and lipid-like molecules			SN00042353#SN00176760	Lipids and lipid-like molecules#Benzenoids
790	854.585	0	N/A						
791	452.4107	0	N/A						
792	267.1792	0	N/A	CHEBI:44934#SN00370872	Organic oxygen compounds			CHEBI:44934#SN00370872	Organic oxygen compounds
793	407.3372	0	N/A	CHEBI:91323#SN00072800#SN00071734	Organic oxygen compounds#Benzenoids			CHEBI:91323#SN00072800#SN00071734	Organic oxygen compounds#Benzenoids
794	269.2098	0	Hexadecanedioicacid	SN00297959#SN00278786#CHEBI:91685	Lipids and lipid-like molecules	SN00297959#SN00278786#CHEBI:91685	Lipids and lipid-like molecules	SN00297959#SN00278786#CHEBI:91685	Lipids and lipid-like molecules
796	279.159	0	SpectralMatchtoDibutylphthalatefromNIST14	CHEBI:17243#CHEBI:132583#CHEBI:79053#SN00002502#SN00157458	Benzenoids			CHEBI:17243#CHEBI:132583#CHEBI:79053#SN00002502#SN00157458	Benzenoids
800	430.3016	0	N/A	SN00026120#SN00026128#SN00026192	Lipids and lipid-like molecules			SN00026120#SN00026128#SN00026192	Lipids and lipid-like molecules
801	174.1127	0	Icaridin	SN00302019#SN00215835#SN00266603#SN00215821#SN00216134	Organic acids and derivatives	SN00302019#SN00215835#SN00266603#SN00215821#SN00216134	Organic acids and derivatives	SN00302019#SN00215835#SN00266603#SN00215821#SN00216134	Organic acids and derivatives
802	586.4531	0	N/A	SN00165978#SN00164189#SN00164197	Lipids and lipid-like molecules#Organic nitrogen compounds#Organoheterocyclic compounds			SN00165978#SN00164189#SN00164197	Lipids and lipid-like molecules#Organic nitrogen compounds#Organoheterocyclic compounds
803	197.1538	0	Dodeca-2(E),4(E)-dienoicacid	CHEBI:37210#SN00362701#SN00344089#SN00156175#SN00159672#SN00355966#SN00159280#SN00273203#SN00234305	Lipids and lipid-like molecules#Organoheterocyclic compounds#Organic acids and derivatives#Organic oxygen compounds			CHEBI:37210#SN00362701#SN00344089#SN00156175#SN00159672#SN00355966#SN00159280#SN00273203#SN00234305	Lipids and lipid-like molecules#Organoheterocyclic compounds#Organic acids and derivatives#Organic oxygen compounds
806	233.1386	0	N/A	CHEBI:76537#CHEBI:76540	Lipids and lipid-like molecules			SN00294660#SN00301126#SN00234120	Organoheterocyclic compounds#Lipids and lipid-like molecules
808	680.4438	0	N/A	SN00323728#SN00363349#CHEBI:62087	Lipids and lipid-like molecules			SN00323728#SN00363349#CHEBI:62087	Lipids and lipid-like molecules
811	341.2169	0	N/A						
813	231.1217	0	N/A	SN00003835#SN00294297#SN00019948#SN00043267#CHEBI:121678	Organic acids and derivatives#Organoheterocyclic compounds			SN00003835#SN00294297#SN00019948#SN00043267#CHEBI:121678	Organic acids and derivatives#Organoheterocyclic compounds
816	444.3172	0	N/A	SN00392167#SN00326132#SN00246061#SN00042399#SN00370343#SN00094672	Lipids and lipid-like molecules#Alkaloids and derivatives#Organoheterocyclic compounds			SN00392167#SN00326132#SN00246061#SN00042399#SN00370343#SN00094672	Lipids and lipid-like molecules#Alkaloids and derivatives#Organoheterocyclic compounds
818	472.3486	0	N/A	SN00162567#SN00164995#SN00290687#SN00086411#SN00086415#SN00112360	Lipids and lipid-like molecules			SN00034866#SN00034793#SN00161120#SN00040948#SN00034667#SN00041414#SN00163827#SN00160713#SN00019942#SN00160989	Lipids and lipid-like molecules
822	205.1437	0	N/A	SN00158820#SN00399651#SN00286343	Lipids and lipid-like molecules			CCMSLIB00004699979#CCMSLIB00000579076#CHEBI:79228#SN00285944	Organic acids and derivatives
824	303.1783	0	N/A	SN00267496#CCMSLIB00000080425#SN00327542#SN00311221#SN00014462#SN00120122	Organoheterocyclic compounds#Benzenoids#Phenylpropanoids and polyketides			SN00370710#SN00388330#SN00068437#SN00266597	Lipids and lipid-like molecules#Organic oxygen compounds
825	291.2642	0	N/A	CHEBI:77577#SN00403288#SN00252877#SN00331874#SN00339270#SN00381529#SN00307000#SN00241615#SN00322624#SN00389509#SN00399329#SN00282176#CHEBI:63180#SN00348868#SN00303599#SN00379983#SN00308521#SN00398695#SN00276942#SN00247268#SN00253152	Lipids and lipid-like molecules#Organic oxygen compounds			SN00366462#SN00259634#SN00292318#SN00364028#SN00067232#SN00398638#SN00323788#SN00302394#SN00215038#SN00035550#SN00388340#SN00135791	Lipids and lipid-like molecules
826	215.1281	0	N/A	SN00020829#SN00260992#SN00262162#SN00391523#SN00382060#SN00276470	Organoheterocyclic compounds#Lipids and lipid-like molecules			SN00254655#SN00311526#SN00066256#SN00344770#SN00306717#SN00067360	Organoheterocyclic compounds#Organic oxygen compounds#Organic acids and derivatives#Phenylpropanoids and polyketides
827	444.3326	0	N/A	SN00019020#SN00164977#SN00384729	Organic acids and derivatives#Lipids and lipid-like molecules			SN00019020#SN00164977#SN00384729	Organic acids and derivatives#Lipids and lipid-like molecules
828	591.3595	0	N/A	SN00375738#SN00236560#SN00240443	Lipids and lipid-like molecules			SN00270975#SN00259590#SN00343986#SN00106826	Lipids and lipid-like molecules#Organoheterocyclic compounds
832	410.3484	0	N/A						
836	231.0935	0	Galanthamine	CHEBI:112174#SN00044285#CHEBI:121395#CHEBI:38964	Benzenoids#Organic acids and derivatives#Organosulfur compounds#Organoheterocyclic compounds			CHEBI:112174#SN00044285#CHEBI:121395#CHEBI:38964	Benzenoids#Organic acids and derivatives#Organosulfur compounds#Organoheterocyclic compounds
837	267.1589	0	N/A	SN00383083#SN00257363#SN00256299#SN00348719#SN00337172#SN00262337#SN00250677#SN00260783#SN00241889#SN00324784#SN00368808#SN00362371#SN00303962#SN00020398#SN00310468#SN00235453#SN00351284#SN00346138#SN00033384#SN00353368#SN00260841#SN00352562#SN00214132#SN00236332#SN00262664#SN00270826#SN00266335#SN00331443#SN00345929#SN00260874#SN00370638#SN00300195#SN00266671#SN00288097#SN00036571#SN00276371#SN00293286#SN00285780#SN00256812#SN00229058#SN00307888#SN00163125#SN00377297#SN00232756#SN00285895#SN00337510#SN00352391#SN00036584#SN00307265#SN00272794#SN00386004#SN00312521#SN00303275#SN00252686#SN00243266#SN00296383#SN00394271#SN00242505#SN00033619#SN00354950#SN00030336#SN00352877#SN00312701#SN00028769#SN00036373#SN00320764#SN00233366#SN00358658#SN00037224#SN00385435#SN00322601#SN00359120#SN00322339#SN00286032	Lipids and lipid-like molecules#Organoheterocyclic compounds#Organic acids and derivatives			SN00252868#SN00325196#SN00258363#SN00224688#SN00318802#SN00252202#SN00300353#SN00388664#SN00388709#SN00226858#SN00395246#SN00242631#SN00317162#SN00362905#SN00320108#SN00277634#SN00253428#CHEBI:45599	Lipids and lipid-like molecules#Organic oxygen compounds#Organic acids and derivatives#Alkaloids and derivatives
840	303.264	0	N/A	SN00135865#SN00170004#SN00170556#SN00269984	Lipids and lipid-like molecules#Organic oxygen compounds			SN00170711#SN00392689#SN00400535#SN00383718	Lipids and lipid-like molecules
841	284.3312	0	N/A						
845	443.2319	0	N/A	CHEBI:132062#CHEBI:132061	Organic acids and derivatives			SN00057759#SN00063398	Phenylpropanoids and polyketides
848	495.2411	0	N/A	SN00278118#SN00357728#SN00113322#SN00098758#SN00021479#SN00024881#SN00173238	Organic acids and derivatives#Organoheterocyclic compounds#Benzenoids#Organic oxygen compounds			SN00345454#SN00391715#SN00265331#SN00390872	Lipids and lipid-like molecules
849	422.3844	0	N/A						
851	316.2121	0	N/A	CHEBI:105688#SN00013406#SN00394782#SN00318645#SN00026993#SN00153685#CHEBI:31326	Benzenoids#Alkaloids and derivatives#Organoheterocyclic compounds#Phenylpropanoids and polyketides#Lipids and lipid-like molecules			CHEBI:105688#SN00013406#SN00394782#SN00318645#SN00026993#SN00153685#CHEBI:31326	Benzenoids#Alkaloids and derivatives#Organoheterocyclic compounds#Phenylpropanoids and polyketides#Lipids and lipid-like molecules
852	312.238	0	N/A						
853	998.2919	0	N/A	CHEBI:87717#CHEBI:77549	Lipids and lipid-like molecules			CHEBI:76552#CHEBI:86122	Lipids and lipid-like molecules
856	938.2874	0	N/A						
857	447.7664	0	N/A						
858	312.2533	0	N/A	SN00032011#SN00239865	Organic acids and derivatives			SN00032011#SN00239865	Organic acids and derivatives
859	211.0967	0	N/A	SN00156426#SN00346648#SN00231113#SN00238234#SN00143347#SN00387543#SN00250743#SN00263601#SN00243190#SN00392112#SN00120446#SN00377714#SN00369674#SN00296199	Benzenoids			SN00382207#SN00340091#SN00178126#CHEBI:44235#SN00366538#SN00305472#SN00021168#SN00121303#SN00246119#SN00250583#SN00320046#CHEBI:86588#SN00159257#SN00309692#SN00403188#SN00178128#SN00159261#SN00226572#SN00346948#SN00017935#SN00269103#SN00228646#SN00296359#SN00326835#SN00307465	Phenylpropanoids and polyketides#Benzenoids#Organic oxygen compounds#Organoheterocyclic compounds#Lipids and lipid-like molecules#Organic acids and derivatives
860	265.0157	0	N/A	SN00047396#SN00123760#SN00117603	Benzenoids#Phenylpropanoids and polyketides			SN00047396#SN00123760#SN00117603	Benzenoids#Phenylpropanoids and polyketides
861	377.1238	0	N/A	CHEBI:119857#SN00131663#CHEBI:109226#CHEBI:30741#CHEBI:121580#SN00035508#SN00004121#SN00130714	Organoheterocyclic compounds#Benzenoids#Organic acids and derivatives			CHEBI:119857#SN00131663#CHEBI:109226#CHEBI:30741#CHEBI:121580#SN00035508#SN00004121#SN00130714	Organoheterocyclic compounds#Benzenoids#Organic acids and derivatives
862	224.186	0	N/A						
864	466.4104	0	N/A						
868	306.2063	0	N/A	SN00063220#CHEBI:125633#SN00295168#SN00246769#SN00294311#SN00002090	Organoheterocyclic compounds#Benzenoids			SN00345277#SN00384728#SN00357498	Lipids and lipid-like molecules
869	302.1961	0	N/A	CHEBI:73043#SN00034731#SN00306381#SN00388286	Lipids and lipid-like molecules#Organoheterocyclic compounds			CHEBI:73043#SN00034731#SN00306381#SN00388286	Lipids and lipid-like molecules#Organoheterocyclic compounds
870	910.2194	0	N/A						
871	428.3224	0	N/A	SN00166013#SN00166011#SN00166036#CHEBI:64967	Lipids and lipid-like molecules			SN00166013#SN00166011#SN00166036#CHEBI:64967	Lipids and lipid-like molecules
872	491.458	0	N/A						
873	370.2805	0	N/A	SN00027454#SN00019236#SN00059576#SN00093766	Organic oxygen compounds#Organoheterocyclic compounds			SN00027454#SN00019236#SN00059576#SN00093766	Organic oxygen compounds#Organoheterocyclic compounds
875	242.2117	0	N/A						
876	562.3438	0	N/A	CHEBI:79359#SN00163721	Lipids and lipid-like molecules			SN00042353#SN00176760	Lipids and lipid-like molecules#Benzenoids
878	342.2492	0	N/A	SN00027591#SN00013953#SN00027513#SN00027451#SN00094575	Organic oxygen compounds#Organoheterocyclic compounds			SN00027591#SN00013953#SN00027513#SN00027451#SN00094575	Organic oxygen compounds#Organoheterocyclic compounds
879	446.2963	0	N/A	CHEBI:104432#CHEBI:106532	Phenylpropanoids and polyketides			CHEBI:104432#CHEBI:106532	Phenylpropanoids and polyketides
880	490.3226	0	N/A	SN00164961#SN00133389#CHEBI:78661#SN00276946	Lipids and lipid-like molecules#Phenylpropanoids and polyketides			SN00358394#SN00329996	Phenylpropanoids and polyketides#Organic acids and derivatives
881	198.1854	0	Dodecanoicacid,12-[[(cyclohexylamino)carbonyl]amino]-	SN00054410#SN00126743#SN00142861	Organic acids and derivatives#Organoheterocyclic compounds#Organic nitrogen compounds			SN00054410#SN00126743#SN00142861	Organic acids and derivatives#Organoheterocyclic compounds#Organic nitrogen compounds
882	212.1647	0	N/A	SN00362877#SN00349813#SN00367347#SN00316907#SN00260390#SN00360643	Alkaloids and derivatives#Organoheterocyclic compounds			CHEBI:109321#SN00117709#SN00301244#SN00129687	Organoheterocyclic compounds#Organic acids and derivatives#Organic oxygen compounds
883	258.2792	0	N/A						
884	318.1912	0	N/A	CHEBI:73052#SN00018092#SN00068276#CHEBI:107822#CHEBI:112226	Organic acids and derivatives#Organoheterocyclic compounds#Benzenoids			SN00093634#SN00093613#SN00093366#SN00099170#SN00098889#SN00093364#SN00093483	Benzenoids
886	209.1383	0	N/A	SN00276709#SN00006058#SN00120291#SN00120289#SN00155813	Organoheterocyclic compounds			SN00276709#SN00006058#SN00120291#SN00120289#SN00155813	Organoheterocyclic compounds
888	778.2309	0	N/A						
889	400.2547	0	N/A	CHEBI:119666#SN00101988#CHEBI:114892	Organic oxygen compounds#Organoheterocyclic compounds			CHEBI:128197#CHEBI:130644#CHEBI:130519#CHEBI:129304	Organic acids and derivatives#Organoheterocyclic compounds
890	186.149	0	N/A	SN00368118#SN00236814	Alkaloids and derivatives			SN00368118#SN00236814	Alkaloids and derivatives
891	922.2925	0	N/A						
892	622.4009	0	N/A	SN00172042#SN00170791#SN00249105#SN00392525	Lipids and lipid-like molecules#Organic oxygen compounds			SN00172042#SN00170791#SN00249105#SN00392525	Lipids and lipid-like molecules#Organic oxygen compounds
894	312.2532	0	N/A	SN00166982#CCMSLIB00005436498	Lipids and lipid-like molecules			SN00166982#CCMSLIB00005436498	Lipids and lipid-like molecules
896	760.2008	0	N/A						
897	275.1028	0	N/A	SN00003737#SN00072617	Organic acids and derivatives			SN00137864#SN00134941	Benzenoids
903	498.3101	0	N/A	SN00028357#SN00177164#SN00010909#SN00041684	Lipids and lipid-like molecules#Benzenoids#Organic acids and derivatives#Alkaloids and derivatives			SN00080135#SN00269309	Organic acids and derivatives#Lipids and lipid-like molecules
904	850.2526	0	N/A						
906	237.1122	0	N/A	SN00214109#SN00388634#SN00301392#SN00285239	Benzenoids			SN00214109#SN00388634#SN00301392#SN00285239	Benzenoids
907	1000.289	0	N/A						
909	200.1435	0	N/A						
913	318.1913	0	N/A	CHEBI:73052#SN00018092#CHEBI:112226#SN00068276#CHEBI:107822	Organic acids and derivatives#Organoheterocyclic compounds#Benzenoids			CHEBI:73052#SN00018092#CHEBI:112226#SN00068276#CHEBI:107822	Organic acids and derivatives#Organoheterocyclic compounds#Benzenoids
914	271.1894	0	N/A	SN00069605#SN00000043#SN00170631#SN00163876#SN00163362	Benzenoids#Lipids and lipid-like molecules#Organoheterocyclic compounds	SN00325814#SN00377354#SN00376519#SN00254482#SN00231290#SN00028498#SN00032677#SN00242129	Lipids and lipid-like molecules#Organic oxygen compounds	SN00315787#SN00359169#SN00299245	Lipids and lipid-like molecules#Organoheterocyclic compounds
916	319.2844	0	N/A	SN00370563#SN00157250#SN00142753	Lipids and lipid-like molecules#Organic nitrogen compounds			SN00071610#SN00056453	Organic nitrogen compounds#Benzenoids
917	230.1753	0	MassbankEU:SM822901Icaridin|Bbutan-2-yl2-(2-hydroxyethyl)piperidine-1-carboxylate	CCMSLIB00000842075#SN00058155#CHEBI:74430#SN00237647#SN00128601	Organoheterocyclic compounds#Organic acids and derivatives#Lipids and lipid-like molecules	CCMSLIB00000842075#SN00058155#CHEBI:74430#SN00237647#SN00128601	Organoheterocyclic compounds#Organic acids and derivatives#Lipids and lipid-like molecules	CCMSLIB00000842075#SN00058155#CHEBI:74430#SN00237647#SN00128601	Organoheterocyclic compounds#Organic acids and derivatives#Lipids and lipid-like molecules
918	432.3841	0	N/A						
919	527.4023	0	N/A	SN00170425#SN00300283#SN00283447#SN00328674	Organic oxygen compounds#Lipids and lipid-like molecules			SN00170425#SN00300283#SN00283447#SN00328674	Organic oxygen compounds#Lipids and lipid-like molecules
920	1073.3107	0	N/A						
922	246.1702	0	N/A	SN00041755#SN00296576#SN00270226#CHEBI:74404#SN00006998#SN00021800#SN00032411#CHEBI:91706	Lipids and lipid-like molecules#Organoheterocyclic compounds#Organic acids and derivatives#Benzenoids			CHEBI:86049#CHEBI:84840#SN00020443#SN00003184	Lipids and lipid-like molecules
923	924.2725	0	N/A						
924	312.2531	0	N/A	SN00166982#CCMSLIB00005436498	Lipids and lipid-like molecules			SN00166982#CCMSLIB00005436498	Lipids and lipid-like molecules
925	356.3164	0	N/A						
926	255.1592	0	N/A	SN00305273#SN00384265#SN00013714#SN00332834#SN00288943#SN00240853	Organic acids and derivatives#Organic oxygen compounds#Lipids and lipid-like molecules			SN00305273#SN00384265#SN00013714#SN00332834#SN00288943#SN00240853	Organic acids and derivatives#Organic oxygen compounds#Lipids and lipid-like molecules
927	472.1861	0	N/A	SN00081075#SN00013385#CHEBI:129957#CHEBI:116142#SN00124989	Alkaloids and derivatives#Benzenoids#Organic acids and derivatives			SN00081075#SN00013385#CHEBI:129957#CHEBI:116142#SN00124989	Alkaloids and derivatives#Benzenoids#Organic acids and derivatives
931	762.1996	0	N/A						
932	576.2915	0	N/A	SN00173990#SN00351485#CHEBI:129576	Organoheterocyclic compounds#Lipids and lipid-like molecules#Benzenoids			SN00173990#SN00351485#CHEBI:129576	Organoheterocyclic compounds#Lipids and lipid-like molecules#Benzenoids
933	232.1546	0	N/A	CHEBI:85607#CCMSLIB00004688235	Organic acids and derivatives			CHEBI:85607#CCMSLIB00004688235	Organic acids and derivatives
936	444.3327	0	N/A	SN00019020#SN00164977#SN00384729	Organic acids and derivatives#Lipids and lipid-like molecules			SN00019020#SN00164977#SN00384729	Organic acids and derivatives#Lipids and lipid-like molecules
937	378.2492	0	N/A	SN00019234#SN00019225#SN00017148	Organoheterocyclic compounds			SN00008842#SN00025570	Benzenoids#Organic oxygen compounds
938	488.359	0	N/A						
939	383.2696	0	N/A	SN00065085#CHEBI:122338#SN00099651	Organic nitrogen compounds#Organic acids and derivatives#Organoheterocyclic compounds	CHEBI:83323#SN00027873#CHEBI:126415#CHEBI:130378#SN00176514	Organic oxygen compounds#Lipids and lipid-like molecules#Organoheterocyclic compounds#Benzenoids	CHEBI:83323#SN00027873#CHEBI:126415#CHEBI:130378#SN00176514	Organic oxygen compounds#Lipids and lipid-like molecules#Organoheterocyclic compounds#Benzenoids
