cluster.index	parent.mass	RTMean	LibraryID	MetFragID	MetFragSC	FusionID	FusionSC	ConsensusID	ConsensusSC
10102	375.2168	0	N/A	SN00245476#SN00388483#CHEBI:132797#SN00254307#SN00251205#SN00258182#SN00288255#SN00006060#CHEBI:132800#SN00344170#SN00391373#SN00372858#SN00241812#SN00403085#SN00392801#SN00243676#SN00297194#SN00271881#SN00289935#SN00369184#SN00029865	Organoheterocyclic compounds#Lipids and lipid-like molecules#Organic oxygen compounds			SN00397777#SN00299243#SN00274415#SN00252414#SN00284653#SN00225750#SN00237144#SN00324248#SN00256189	Lipids and lipid-like molecules#Organoheterocyclic compounds
10104	265.1274	0	N/A	SN00248592#SN00365590#SN00298252	Lipids and lipid-like molecules			SN00248592#SN00365590#SN00298252	Lipids and lipid-like molecules
10106	518.4053	0	N/A						
10107	482.2637	0	N/A	CHEBI:98343#CHEBI:98819#CHEBI:124521	Phenylpropanoids and polyketides#Benzenoids			CHEBI:97945#SN00362433#CHEBI:130663#SN00386694#SN00213822#SN00007747#SN00018079	Organoheterocyclic compounds#Organic acids and derivatives#Organic oxygen compounds#Lipids and lipid-like molecules
10108	471.1275	0	N/A	SN00035503#CHEBI:117123#SN00135527#CHEBI:91357#SN00010632#SN00009522#SN00143054	Organoheterocyclic compounds#Benzenoids#Alkaloids and derivatives#Organic acids and derivatives			SN00035503#CHEBI:117123#SN00135527#CHEBI:91357#SN00010632#SN00009522#SN00143054	Organoheterocyclic compounds#Benzenoids#Alkaloids and derivatives#Organic acids and derivatives
10109	432.2446	0	N/A	SN00011896#SN00034855#SN00088887	Organic acids and derivatives			SN00011896#SN00034855#SN00088887	Organic acids and derivatives
10111	364.212	0	N/A	SN00032572#SN00391152#SN00240736#SN00067410#SN00023690#SN00035087#SN00094052	Benzenoids#Organic acids and derivatives#Lipids and lipid-like molecules#Phenylpropanoids and polyketides#Organoheterocyclic compounds#Organic oxygen compounds			SN00113098#SN00099074	Organoheterocyclic compounds
10112	488.3949	0	N/A						
10114	638.344	0	N/A	SN00332506#SN00176599	Lipids and lipid-like molecules#Benzenoids			SN00332506#SN00176599	Lipids and lipid-like molecules#Benzenoids
10117	275.1394	0	N/A	SN00122968#SN00005579#CCMSLIB00000222295#CHEBI:120681	Organoheterocyclic compounds			SN00122968#SN00005579#CCMSLIB00000222295#CHEBI:120681	Organoheterocyclic compounds
10118	387.2018	0	N/A	CHEBI:37419#SN00034369#SN00321553#SN00375673#SN00335515#SN00253550#SN00387359#SN00264747#SN00372413#SN00369745#SN00330652#SN00029181#SN00028845#SN00335711#SN00163686#SN00338705#SN00329842#SN00028400	Lipids and lipid-like molecules#Organic oxygen compounds			CHEBI:37419#SN00034369#SN00321553#SN00375673#SN00335515#SN00253550#SN00387359#SN00264747#SN00372413#SN00369745#SN00330652#SN00029181#SN00028845#SN00335711#SN00163686#SN00338705#SN00329842#SN00028400	Lipids and lipid-like molecules#Organic oxygen compounds
10119	318.1403	0	N/A	SN00247086#SN00015844#SN00099156#SN00008746	Organic acids and derivatives#Organoheterocyclic compounds			SN00247086#SN00015844#SN00099156#SN00008746	Organic acids and derivatives#Organoheterocyclic compounds
10122	289.1797	0	N/A	SN00391316#SN00127053#SN00005859#SN00261033#SN00350071#SN00246385#SN00214318#SN00400465#SN00350859#CHEBI:62848#SN00282476#SN00215456#SN00237951	Benzenoids#Lipids and lipid-like molecules			SN00391316#SN00127053#SN00005859#SN00261033#SN00350071#SN00246385#SN00214318#SN00400465#SN00350859#CHEBI:62848#SN00282476#SN00215456#SN00237951	Benzenoids#Lipids and lipid-like molecules
10123	417.2025	0	N/A	CHEBI:105985#CHEBI:128832#CHEBI:126151#SN00021390#SN00022034#SN00010512	Organoheterocyclic compounds#Benzenoids#Organic acids and derivatives#Organic oxygen compounds			CHEBI:105985#CHEBI:128832#CHEBI:126151#SN00021390#SN00022034#SN00010512	Organoheterocyclic compounds#Benzenoids#Organic acids and derivatives#Organic oxygen compounds
10124	223.101	0	N/A						
10128	625.4443	0	N/A						
10132	674.5577	0	N/A						
10133	266.1597	0	N/A	SN00021448#SN00156194#SN00214504	Benzenoids#Phenylpropanoids and polyketides			SN00021448#SN00156194#SN00214504	Benzenoids#Phenylpropanoids and polyketides
10135	438.2856	0	N/A	SN00011991#SN00246199#SN00021367#SN00373349	Organic acids and derivatives#Lipids and lipid-like molecules#Benzenoids				
10136	550.3743	0	N/A						
10138	775.4858	0	N/A	SN00338700#SN00246961#SN00291264	Lipids and lipid-like molecules			SN00338700#SN00246961#SN00291264	Lipids and lipid-like molecules
10141	456.2163	0	N/A	SN00008205#SN00008239	Benzenoids			SN00021399#SN00334526#SN00079238#SN00007702#SN00259104#SN00012813#SN00084140	Benzenoids#Organoheterocyclic compounds#Organic acids and derivatives
10143	508.4209	0	N/A						
10144	513.2968	0	N/A	SN00082876#SN00122830#SN00400340#SN00176942	Phenylpropanoids and polyketides#Lipids and lipid-like molecules			SN00082876#SN00122830#SN00400340#SN00176942	Phenylpropanoids and polyketides#Lipids and lipid-like molecules
10145	574.4319	0	N/A						
10146	1147.3296	0	N/A	CHEBI:61590#CHEBI:58086#SN00225911	Organic oxygen compounds#Organic acids and derivatives			CHEBI:61590#CHEBI:58086#SN00225911	Organic oxygen compounds#Organic acids and derivatives
10147	318.9376	0	N/A	SN00242566#SN00399207#SN00391426#SN00244321	Lipids and lipid-like molecules#Organohalogen compounds			SN00242566#SN00399207#SN00391426#SN00244321	Lipids and lipid-like molecules#Organohalogen compounds
10148	200.1762	0	N/A	SN00382811#SN00320891#CHEBI:4527	Organic acids and derivatives#Organic nitrogen compounds#Organoheterocyclic compounds			SN00382811#SN00320891#CHEBI:4527	Organic acids and derivatives#Organic nitrogen compounds#Organoheterocyclic compounds
10149	661.3427	0	N/A	CHEBI:129847#SN00168041#SN00169275#UNPD137969#SN00395302	Benzenoids#Phenylpropanoids and polyketides#Alkaloids and derivatives#Organoheterocyclic compounds				
10150	233.1386	0	N/A	SN00310685#SN00160361#CHEBI:107480#SN00170616	Lipids and lipid-like molecules#Organoheterocyclic compounds			SN00294660#SN00301126#SN00234120	Organoheterocyclic compounds#Lipids and lipid-like molecules
10151	466.3379	0	N/A	SN00027144#SN00385835#SN00066066#SN00083558	Organic acids and derivatives#Lipids and lipid-like molecules#Organoheterocyclic compounds#Benzenoids			SN00027144#SN00385835#SN00066066#SN00083558	Organic acids and derivatives#Lipids and lipid-like molecules#Organoheterocyclic compounds#Benzenoids
10152	477.2627	0	N/A	CHEBI:102237#SN00100323#SN00016443#CHEBI:111231#SN00392588#SN00016309#SN00126337#SN00136909#SN00034812#SN00136712	Organoheterocyclic compounds#Organic acids and derivatives#Phenylpropanoids and polyketides#Hydrocarbons			CHEBI:102237#SN00100323#SN00016443#CHEBI:111231#SN00392588#SN00016309#SN00126337#SN00136909#SN00034812#SN00136712	Organoheterocyclic compounds#Organic acids and derivatives#Phenylpropanoids and polyketides#Hydrocarbons
10155	390.2645	0	N-Oleoyltaurine	SN00170833#SN00170863	Lipids and lipid-like molecules			SN00327304#SN00338100	Lipids and lipid-like molecules#Organoheterocyclic compounds
10156	626.3575	0	N/A	SN00216219#SN00280637#SN00355659	Lipids and lipid-like molecules#Organic acids and derivatives			SN00216219#SN00280637#SN00355659	Lipids and lipid-like molecules#Organic acids and derivatives
10157	291.0781	0	N/A	SN00144930#CHEBI:92662#CHEBI:83418	Phenylpropanoids and polyketides#Organic oxygen compounds			SN00144930#CHEBI:92662#CHEBI:83418	Phenylpropanoids and polyketides#Organic oxygen compounds
10159	562.3433	0	N/A	CHEBI:79359#SN00163721	Lipids and lipid-like molecules			CHEBI:79359#SN00163721	Lipids and lipid-like molecules
10160	184.0843	0	N/A	SN00213285#SN00128754#CHEBI:82284	Organoheterocyclic compounds			SN00213285#SN00128754#CHEBI:82284	Organoheterocyclic compounds
10161	375.1925	0	N/A	SN00007277#SN00070642#SN00115746#CHEBI:71530	Lipids and lipid-like molecules#Organic acids and derivatives			CHEBI:124331#SN00004519#CHEBI:116549#CHEBI:94198	Benzenoids#Organic acids and derivatives#Phenylpropanoids and polyketides
10162	674.5576	0	N/A						
10163	502.3741	0	N/A						
10164	435.3473	0	N/A	SN00239433#SN00319246#SN00241836#SN00365724#SN00402522#SN00302933#SN00306125#SN00246187#SN00352677#SN00313127	Lipids and lipid-like molecules			SN00239433#SN00319246#SN00241836#SN00365724#SN00402522#SN00302933#SN00306125#SN00246187#SN00352677#SN00313127	Lipids and lipid-like molecules
10167	295.117	0	N/A	SN00098668#SN00097795#CHEBI:114550	Organoheterocyclic compounds			SN00098668#SN00097795#CHEBI:114550	Organoheterocyclic compounds
10168	333.1808	0	N/A	SN00025030#SN00018707#SN00022651	Organic nitrogen compounds#Benzenoids#Organoheterocyclic compounds	SN00343157#SN00228740#SN00314924	Benzenoids	SN00343157#SN00228740#SN00314924	Benzenoids
10169	472.2705	0	N/A	CHEBI:124757#SN00354249#SN00224966	Organic nitrogen compounds#Phenylpropanoids and polyketides#Lipids and lipid-like molecules			SN00083120#SN00088144	Phenylpropanoids and polyketides
10170	277.1631	0	N/A	SN00378900#SN00032587#SN00024487	Organic acids and derivatives			SN00378900#SN00032587#SN00024487	Organic acids and derivatives
10171	521.3994	0	N/A	SN00165359#SN00263498#SN00335542	Lipids and lipid-like molecules			SN00106164#SN00106170#SN00105564	Lipids and lipid-like molecules
10172	310.1855	0	N/A	SN00021517#SN00101948#SN00070794	Benzenoids#Organic acids and derivatives#Organoheterocyclic compounds			SN00024888#SN00027572#SN00018496	Benzenoids#Organic oxygen compounds#Organoheterocyclic compounds
10173	542.4266	0	N/A						
10174	442.2654	0	N/A	CHEBI:129058#SN00154266#SN00026943#SN00082330	Organoheterocyclic compounds#Phenylpropanoids and polyketides#Organic acids and derivatives#Benzenoids			SN00297254#CHEBI:130770#CHEBI:73596	Organoheterocyclic compounds#Organic acids and derivatives
10176	333.2258	0	N/A	SN00175584#CHEBI:114671#SN00167705#SN00014461	Lipids and lipid-like molecules#Organoheterocyclic compounds#Benzenoids			SN00175584#CHEBI:114671#SN00167705#SN00014461	Lipids and lipid-like molecules#Organoheterocyclic compounds#Benzenoids
10177	432.2445	0	N/A	SN00011896#SN00027284#SN00088887#SN00034855#SN00024681#SN00078863#SN00012553#SN00024641	Organic acids and derivatives#Organoheterocyclic compounds#Benzenoids			SN00011896#SN00027284#SN00088887#SN00034855#SN00024681#SN00078863#SN00012553#SN00024641	Organic acids and derivatives#Organoheterocyclic compounds#Benzenoids
10178	300.1805	0	N/A	CHEBI:116881#SN00153255#CHEBI:18054#SN00134249#SN00170599#CHEBI:90350#SN00067527#CHEBI:64145	Organic 1,3-dipolar compounds#Phenylpropanoids and polyketides#Organic acids and derivatives#Lipids and lipid-like molecules#Organoheterocyclic compounds			CHEBI:116881#SN00153255#CHEBI:18054#SN00134249#SN00170599#CHEBI:90350#SN00067527#CHEBI:64145	Organic 1,3-dipolar compounds#Phenylpropanoids and polyketides#Organic acids and derivatives#Lipids and lipid-like molecules#Organoheterocyclic compounds
10181	327.2167	0	N/A	SN00340325#SN00216168	Lipids and lipid-like molecules			SN00320285#SN00260302#SN00358094#SN00333138#SN00263150	Organoheterocyclic compounds
10183	471.3678	0	N/A	SN00169965#SN00108253#SN00083849#SN00171140#SN00220468	Lipids and lipid-like molecules			SN00169965#SN00108253#SN00083849#SN00171140#SN00220468	Lipids and lipid-like molecules
10184	275.1641	0	N/A	SN00214589#SN00158685#SN00228998	Benzenoids#Phenylpropanoids and polyketides			SN00225334#SN00338017#SN00240552#SN00244708#SN00021170	Benzenoids#Lipids and lipid-like molecules
10185	388.2698	0	N/A	SN00071179#SN00113624#SN00128377#SN00027459#SN00070116	Organoheterocyclic compounds#Organic oxygen compounds#Alkaloids and derivatives			SN00071179#SN00113624#SN00128377#SN00027459#SN00070116	Organoheterocyclic compounds#Organic oxygen compounds#Alkaloids and derivatives
10186	446.2601	0	N/A	CHEBI:101534#CHEBI:98227#CHEBI:73409	Organic acids and derivatives#Organoheterocyclic compounds			CHEBI:115418#CHEBI:115328#CHEBI:115313#CHEBI:111873	Phenylpropanoids and polyketides
10189	547.255	0	N/A	CHEBI:124818#CHEBI:126313#CHEBI:106416#CHEBI:124863#CHEBI:113626#CHEBI:123990#CHEBI:96366	Organoheterocyclic compounds#Benzenoids#Phenylpropanoids and polyketides			SN00391031#SN00276518#SN00330227#SN00327716#SN00288884#SN00275871#SN00361123#SN00162461#SN00252407	Lipids and lipid-like molecules
10197	498.3797	0	N/A						
10199	561.2333	0	N/A	SN00281612#SN00348366#SN00274257#SN00247739	Lipids and lipid-like molecules#Organic oxygen compounds			SN00171789#SN00174111#SN00174105#SN00286077#CHEBI:90217#SN00142017	Benzenoids#Organic oxygen compounds#Phenylpropanoids and polyketides#Organoheterocyclic compounds
10200	494.2951	0	N/A	CHEBI:111914#CHEBI:104492	Phenylpropanoids and polyketides			SN00236288#SN00393510#CCMSLIB00000079934#SN00094015	Organoheterocyclic compounds#Lipids and lipid-like molecules
10203	360.2752	0	N/A	SN00164275#CHEBI:73056#SN00300932	Lipids and lipid-like molecules			SN00164275#CHEBI:73056#SN00300932	Lipids and lipid-like molecules
10204	341.2327	0	N/A	SN00294316#SN00392760#SN00264300#SN00306470	Lipids and lipid-like molecules#Organic oxygen compounds			SN00063835#SN00126348#SN00163919#SN00160830#SN00031103#CHEBI:92803#CHEBI:92105	Benzenoids#Organoheterocyclic compounds#Organic nitrogen compounds
10205	228.171	0	N/A	SN00032578	Organic acids and derivatives			SN00158727#SN00070700#SN00071378	Lipids and lipid-like molecules#Organoheterocyclic compounds
10206	324.2018	0	N/A	SN00025568#SN00054209#SN00024707	Organic oxygen compounds#Organoheterocyclic compounds			SN00025568#SN00054209#SN00024707	Organic oxygen compounds#Organoheterocyclic compounds
10207	313.2484	0	6H-Dibenzo[b,d]pyran,3-(1,1-dimethylbutyl)-6a,7,10,10a-tetrahydro-6,6,9-trimethyl-,(6aR,10aR)-	SN00125113#SN00171159	Benzenoids#Lipids and lipid-like molecules	SN00125113#SN00171159	Benzenoids#Lipids and lipid-like molecules	SN00125113#SN00171159	Benzenoids#Lipids and lipid-like molecules
10208	472.2183	0	N/A	CHEBI:117555#SN00004277#SN00082096#SN00016815#CHEBI:129566#SN00031758	Organic acids and derivatives#Organoheterocyclic compounds#Benzenoids			SN00090966#SN00055826#SN00082811	Organic acids and derivatives#Organoheterocyclic compounds
10209	486.2904	0	N/A	SN00281431#SN00100808#SN00289657	Phenylpropanoids and polyketides#Organic acids and derivatives#Lipids and lipid-like molecules			SN00281431#SN00100808#SN00289657	Phenylpropanoids and polyketides#Organic acids and derivatives#Lipids and lipid-like molecules
10210	233.1214	0	N/A	SN00215383#SN00245921#SN00067865	Organic acids and derivatives#Lipids and lipid-like molecules			SN00215383#SN00245921#SN00067865	Organic acids and derivatives#Lipids and lipid-like molecules
10211	303.1341	0	AcetylcoenzymeA	SN00074885#SN00044737#CHEBI:93857#CHEBI:107691#SN00350449#SN00098504	Organic acids and derivatives#Organoheterocyclic compounds#Phenylpropanoids and polyketides			CCMSLIB00000578886#CHEBI:120558	Benzenoids
10212	344.2438	0	N/A	SN00170609#SN00093290#SN00093264#SN00115405	Lipids and lipid-like molecules#Benzenoids#Organoheterocyclic compounds			SN00170609#SN00093290#SN00093264#SN00115405	Lipids and lipid-like molecules#Benzenoids#Organoheterocyclic compounds
10214	337.2373	0	N/A	SN00175566#SN00175564#CCMSLIB00000579083#SN00025238#SN00178131#SN00162500#SN00162499#SN00027443#SN00027375#SN00022001#SN00015651#SN00402922#SN00232604#SN00371123#SN00322958#SN00220628	Benzenoids#Organoheterocyclic compounds#Lipids and lipid-like molecules#Organic oxygen compounds#Organic acids and derivatives#Alkaloids and derivatives			SN00175566#SN00175564#CCMSLIB00000579083#SN00025238#SN00178131#SN00162500#SN00162499#SN00027443#SN00027375#SN00022001#SN00015651#SN00402922#SN00232604#SN00371123#SN00322958#SN00220628	Benzenoids#Organoheterocyclic compounds#Lipids and lipid-like molecules#Organic oxygen compounds#Organic acids and derivatives#Alkaloids and derivatives
10215	260.1493	0	N/A	CHEBI:100451#CHEBI:117998#SN00127299	Organoheterocyclic compounds#Organic oxygen compounds#Phenylpropanoids and polyketides			CHEBI:100451#CHEBI:117998#SN00127299	Organoheterocyclic compounds#Organic oxygen compounds#Phenylpropanoids and polyketides
10216	500.395	0	N/A						
10217	451.2164	0	N/A	SN00266074#SN00005427#SN00018011#SN00213137	Phenylpropanoids and polyketides#Organoheterocyclic compounds#Organic acids and derivatives			SN00092953#SN00114228#SN00021888#SN00112102#SN00059726	Organoheterocyclic compounds#Benzenoids#Organic oxygen compounds
10218	404.3013	0	N/A	SN00007909#CHEBI:80701#SN00383264	Benzenoids#Organic acids and derivatives#Lipids and lipid-like molecules			SN00007909#CHEBI:80701#SN00383264	Benzenoids#Organic acids and derivatives#Lipids and lipid-like molecules
10220	462.3796	0	N/A						
10223	597.2885	0	N/A	CHEBI:97321#SN00334655#SN00114348#SN00353295#SN00101363	Phenylpropanoids and polyketides#Lipids and lipid-like molecules#Lignans, neolignans and related compounds#Organoheterocyclic compounds			CHEBI:97321#SN00334655#SN00114348#SN00353295#SN00101363	Phenylpropanoids and polyketides#Lipids and lipid-like molecules#Lignans, neolignans and related compounds#Organoheterocyclic compounds
10225	392.2587	0	Retinamide,N-(4-hydroxyphenyl)-	SN00382033#CHEBI:128723#SN00016334#SN00214912	Organic acids and derivatives#Organoheterocyclic compounds#Lipids and lipid-like molecules	SN00382033#CHEBI:128723#SN00016334#SN00214912	Organic acids and derivatives#Organoheterocyclic compounds#Lipids and lipid-like molecules	SN00382033#CHEBI:128723#SN00016334#SN00214912	Organic acids and derivatives#Organoheterocyclic compounds#Lipids and lipid-like molecules
10226	333.1901	0	N/A	CHEBI:122492#CHEBI:74872#SN00067574#SN00013064#SN00018748#CHEBI:74569#SN00004300#SN00214664#SN00047857#SN00056350#SN00014463#SN00015842#SN00044988#SN00352129	Organic oxygen compounds#Organic acids and derivatives#Benzenoids#Organoheterocyclic compounds#Organic nitrogen compounds#Lipids and lipid-like molecules#Alkaloids and derivatives			CHEBI:122492#CHEBI:74872#SN00067574#SN00013064#SN00018748#CHEBI:74569#SN00004300#SN00214664#SN00047857#SN00056350#SN00014463#SN00015842#SN00044988#SN00352129	Organic oxygen compounds#Organic acids and derivatives#Benzenoids#Organoheterocyclic compounds#Organic nitrogen compounds#Lipids and lipid-like molecules#Alkaloids and derivatives
10228	472.2185	0	N/A	CHEBI:117555#SN00004277#SN00016815#SN00082096#SN00031758#CHEBI:129566	Organic acids and derivatives#Organoheterocyclic compounds#Benzenoids			CHEBI:117555#SN00004277#SN00016815#SN00082096#SN00031758#CHEBI:129566	Organic acids and derivatives#Organoheterocyclic compounds#Benzenoids
10230	514.3381	0	N/A	CHEBI:94963#SN00081292#SN00112605	Organic nitrogen compounds#Benzenoids#Lipids and lipid-like molecules			CHEBI:94963#SN00081292#SN00112605	Organic nitrogen compounds#Benzenoids#Lipids and lipid-like molecules
10233	344.2439	0	N/A	SN00170609#SN00115405#SN00093264#SN00093290	Lipids and lipid-like molecules#Organoheterocyclic compounds#Benzenoids			SN00291113#SN00249816#SN00255489	Organoheterocyclic compounds
10234	247.0966	0	Nodakenin	SN00045324#SN00343025#SN00090920#SN00394251#SN00265635#SN00392365#SN00090555#SN00085044#SN00045744#SN00298910#SN00045558#CHEBI:91120#SN00043494#SN00353842	Phenylpropanoids and polyketides			SN00045324#SN00343025#SN00090920#SN00394251#SN00265635#SN00392365#SN00090555#SN00085044#SN00045744#SN00298910#SN00045558#CHEBI:91120#SN00043494#SN00353842	Phenylpropanoids and polyketides
10235	377.2328	0	N/A	CHEBI:81564#SN00283734#SN00245377#SN00328564#SN00370704#SN00389690#SN00322310#SN00216177#SN00242017#SN00397773#SN00397969#SN00299375	Lipids and lipid-like molecules#Phenylpropanoids and polyketides#Organoheterocyclic compounds#Organic oxygen compounds#Organic acids and derivatives			SN00300427#SN00091120#SN00319441#SN00353019#SN00345530#SN00225420#SN00268809	Lipids and lipid-like molecules#Organic oxygen compounds
10236	364.2485	0	N/A	SN00105957#SN00105642	Organic acids and derivatives			SN00023940#SN00031850	Organic acids and derivatives
10240	217.0975	0	N-Acetyl-5-hydroxytryptamine	SN00045817#SN00133876#SN00000384#SN00117058	Organoheterocyclic compounds#Benzenoids	SN00042831#CHEBI:92770#CHEBI:91151	Organoheterocyclic compounds	SN00123551#SN00123805	Organoheterocyclic compounds
10241	516.4259	0	N/A						
10246	472.364	0	N/A						
10248	910.4288	0	N/A						
10250	398.2392	0	N/A	CHEBI:113485#CHEBI:96615#SN00014396	Phenylpropanoids and polyketides#Organic acids and derivatives			SN00288405#CHEBI:128087#SN00012147	Organic acids and derivatives#Alkaloids and derivatives#Lipids and lipid-like molecules
10252	442.2653	0	N/A	SN00014344#SN00017377	Organic acids and derivatives#Organoheterocyclic compounds			SN00017981#CHEBI:97709	Alkaloids and derivatives#Organoheterocyclic compounds
10253	416.2649	0	N/A	SN00004497#SN00068690	Organic acids and derivatives			SN00004497#SN00068690	Organic acids and derivatives
10256	393.2105	0	N/A	SN00016447#CHEBI:73570#SN00018641#SN00018151#SN00095024#SN00021382#SN00011783#SN00115863#CHEBI:118424#SN00015379#SN00144342#SN00004384	Organic acids and derivatives#Organic nitrogen compounds#Organoheterocyclic compounds#Benzenoids#Alkaloids and derivatives			SN00016447#CHEBI:73570#SN00018641#SN00018151#SN00095024#SN00021382#SN00011783#SN00115863#CHEBI:118424#SN00015379#SN00144342#SN00004384	Organic acids and derivatives#Organic nitrogen compounds#Organoheterocyclic compounds#Benzenoids#Alkaloids and derivatives
10259	516.4259	0	N/A						
10261	284.1278	0	N/A	SN00303357#SN00044566#SN00155245	Organoheterocyclic compounds			SN00392747#SN00132585#SN00047041#SN00047775#SN00045482#CHEBI:109657	Organic acids and derivatives#Organoheterocyclic compounds#Alkaloids and derivatives#Benzenoids
10266	377.2692	0	N/A	CHEBI:125479#SN00385510#SN00391399#CHEBI:86398#SN00321303#SN00335837#SN00332176	Lipids and lipid-like molecules#Organic acids and derivatives#Organoheterocyclic compounds			SN00285265#SN00391559#SN00294986#SN00322219#SN00334446#SN00237216#SN00270734#SN00284484#SN00285044#SN00126827	Lipids and lipid-like molecules
10267	287.1485	0	N/A	CHEBI:128017#CHEBI:130449	Phenylpropanoids and polyketides#Benzenoids			SN00020927#SN00345416#SN00394088	Lipids and lipid-like molecules#Organic acids and derivatives
10268	323.1854	0	N/A	SN00017413#SN00018344#SN00018343	Organic oxygen compounds#Organoheterocyclic compounds			SN00017413#SN00018344#SN00018343	Organic oxygen compounds#Organoheterocyclic compounds
10269	305.1745	0	N/A	SN00025219#SN00017640#SN00022559#SN00259506#CHEBI:92532#CHEBI:108475#SN00093200#CHEBI:36305	Organic oxygen compounds#Organoheterocyclic compounds#Benzenoids			CHEBI:68268#SN00385463#SN00380752#CHEBI:68257#SN00316005#SN00350761#SN00240786#SN00370731#SN00230036#SN00124391#CHEBI:110189#SN00332874	Lipids and lipid-like molecules#Organoheterocyclic compounds#Organic oxygen compounds#Benzenoids#Organic acids and derivatives
10271	575.2314	0	N/A	SN00175609#SN00324586#SN00173609#SN00105843#SN00251609	Benzenoids#Phenylpropanoids and polyketides#Organic acids and derivatives			SN00175609#SN00324586#SN00173609#SN00105843#SN00251609	Benzenoids#Phenylpropanoids and polyketides#Organic acids and derivatives
10272	284.2121	0	N/A	CHEBI:118037	Organic oxygen compounds			CHEBI:118037	Organic oxygen compounds
10274	353.1879	0	N/A	SN00266429#SN00273873#SN00319675#SN00272174#SN00215112	Lipids and lipid-like molecules#Phenylpropanoids and polyketides#Organic oxygen compounds	SN00266429#SN00273873#SN00319675#SN00272174#SN00215112	Lipids and lipid-like molecules#Phenylpropanoids and polyketides#Organic oxygen compounds	SN00266429#SN00273873#SN00319675#SN00272174#SN00215112	Lipids and lipid-like molecules#Phenylpropanoids and polyketides#Organic oxygen compounds
10275	338.1443	0	N/A	SN00069755#SN00338746#SN00012782#SN00367659#CHEBI:82708	Benzenoids#Organoheterocyclic compounds#Organic acids and derivatives			SN00069755#SN00338746#SN00012782#SN00367659#CHEBI:82708	Benzenoids#Organoheterocyclic compounds#Organic acids and derivatives
10276	399.3586	0	N/A	SN00280582#SN00363059#SN00162913#SN00402894#SN00364949#SN00397116#SN00267820#SN00314440#SN00228179#SN00374666	Lipids and lipid-like molecules			SN00280582#SN00363059#SN00162913#SN00402894#SN00364949#SN00397116#SN00267820#SN00314440#SN00228179#SN00374666	Lipids and lipid-like molecules
10277	620.3862	0	N/A	SN00038568#SN00164786#SN00177756	Lipids and lipid-like molecules			SN00038568#SN00164786#SN00177756	Lipids and lipid-like molecules
10278	323.1854	0	N/A	SN00017413#SN00018344#SN00018343	Organic oxygen compounds#Organoheterocyclic compounds			SN00381382#SN00327553#SN00353908#SN00275788#SN00318222#SN00271792#SN00398862#SN00224406#SN00293565	Organoheterocyclic compounds#Lipids and lipid-like molecules
10280	386.1665	0	N/A	SN00051671#SN00098493	Phenylpropanoids and polyketides#Organoheterocyclic compounds			SN00012676#SN00024804	Organoheterocyclic compounds
10281	280.1907	0	N/A	SN00161117#CHEBI:109038#CCMSLIB00000568000#SN00045507#CHEBI:94754#SN00018474#SN00310651#SN00131474#SN00044194	Benzenoids#Organoheterocyclic compounds#Lipids and lipid-like molecules			SN00161117#CHEBI:109038#CCMSLIB00000568000#SN00045507#CHEBI:94754#SN00018474#SN00310651#SN00131474#SN00044194	Benzenoids#Organoheterocyclic compounds#Lipids and lipid-like molecules
10284	428.1778	0	N/A	SN00008263#SN00008148#SN00008185#SN00008210	Benzenoids			SN00105137#SN00097613#SN00098878	Organoheterocyclic compounds
10285	470.2237	0	N/A	SN00388744#SN00259235	Lipids and lipid-like molecules			SN00388744#SN00259235	Lipids and lipid-like molecules
10287	263.1126	0	N/A	SN00161862#SN00314928	Organic oxygen compounds#Organic acids and derivatives			SN00161862#SN00314928	Organic oxygen compounds#Organic acids and derivatives
10288	408.2748	0	N/A	CHEBI:132746#CHEBI:132736	Organic acids and derivatives	CHEBI:132746#CHEBI:132736	Organic acids and derivatives	SN00365964#SN00104489#SN00170595#SN00034848#SN00300635	Lipids and lipid-like molecules#Organoheterocyclic compounds#Organic acids and derivatives
10289	398.1671	0	N/A	CHEBI:34942#SN00035931#CHEBI:92223#CHEBI:90686#CHEBI:105875	Organoheterocyclic compounds#Organic nitrogen compounds			SN00112712#SN00098729#SN00097582	Organoheterocyclic compounds
10292	344.185	0	N/A	SN00312256#SN00073837#SN00076373#CHEBI:106046	Organoheterocyclic compounds#Phenylpropanoids and polyketides			SN00312256#SN00073837#SN00076373#CHEBI:106046	Organoheterocyclic compounds#Phenylpropanoids and polyketides
10295	206.1027	0	N/A	CHEBI:73783#SN00358618#CHEBI:30984	Organic oxygen compounds			SN00399026#SN00348889#SN00270200	Organic oxygen compounds
10297	391.3057	0	N/A	SN00169966#SN00074998#SN00022153	Lipids and lipid-like molecules#Organoheterocyclic compounds#Organic acids and derivatives			SN00169966#SN00074998#SN00022153	Lipids and lipid-like molecules#Organoheterocyclic compounds#Organic acids and derivatives
10298	236.1131	0	N/A	CHEBI:114349#CHEBI:44096#CHEBI:108403#SN00285039#SN00117750#SN00035752#SN00051124#CHEBI:92510	Organosulfur compounds#Organic oxygen compounds#Benzenoids#Organic acids and derivatives#Organoheterocyclic compounds			CHEBI:114349#CHEBI:44096#CHEBI:108403#SN00285039#SN00117750#SN00035752#SN00051124#CHEBI:92510	Organosulfur compounds#Organic oxygen compounds#Benzenoids#Organic acids and derivatives#Organoheterocyclic compounds
