"InChIKey","ClassyFy Status","Kingdom","Superclass","Class","Subclass","Parent Level 1","Parent Level 2","Parent Level 3","Parent Level 4"
"KWQIYZIHZCLRSR-BVEOJVQKSA-N","Completed","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Alkanolamines","1,2-aminoalcohols"
"GDBQQVLCIARPGH-ULQDDVLXSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Peptides"
"DLISCHVYLYGCNV-HJDABSCOSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Sesquiterpene lactones"
"KFVUFODCZDRVSS-XGBBNYNSSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","Diterpenoids"
"CVUANYCQTOGILD-CDKPOMLUSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Sesquiterpene lactones","Eudesmanolides, secoeudesmanolides, and derivatives"
"KGUMXGDKXYTTEY-FRCNGJHJSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Retinoids","Retinoids"
"XIUROWKZWPIAIB-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic thiophosphoric acids and derivatives","Thiophosphoric acid esters","Thiophosphoric acid esters"
"KRKNYBCHXYNGOX-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Tricarboxylic acids and derivatives","Tricarboxylic acids and derivatives"
"SSYDTHANSGMJTP-ZXZARUISSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Tetrahydrofurans","","Tetrahydrofurans"
"IGQBPDJNUXPEMT-SNVBAGLBSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines"
"SZVNKXCDJUBPQO-DWMAKUKJSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds"
"LZOSYCMHQXPBFU-OAHLLOKOSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines"
"SSYDTHANSGMJTP-ZXZARUISSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Tetrahydrofurans","","Tetrahydrofurans"
"LUZSWWYKKLTDHU-ZJHFMPGASA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives"
"NVEPPWDVLBMNMB-SNAWJCMRSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","Hydropyrimidines"
"LWBHHRRTOZQPDM-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids"
"ACERFIHBIWMFOR-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Organic sulfonic acids and derivatives","Organosulfonic acids and derivatives","Organosulfonic acids"
"UZKQTCBAMSWPJD-FARCUNLSSA-N","Completed","Organic compounds","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","6-aminopurines","6-alkylaminopurines"
"IGQBPDJNUXPEMT-SNVBAGLBSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","Acyl carnitines"
"SZVNKXCDJUBPQO-DWMAKUKJSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds"
"JMFCQRKXGIHOAN-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Phenylpropanes","Phenylpropanes"
"DBMJZOMNXBSRED-OQLLNIDSSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones","Terpene lactones"
"YAWJNUREPGJHSG-ZDUSSCGKSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","N-acyl-alpha amino acids and derivatives"
"GTZCVFVGUGFEME-HNQUOIGGSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Tricarboxylic acids and derivatives","Tricarboxylic acids and derivatives"
"HDVPVAJBJJYYBO-BYPYZUCNSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","Leucine and derivatives"
"FLKPEMZONWLCSK-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","Benzoic acid esters"
"HXATVKDSYDWTCX-UHFFFAOYSA-N","Completed","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Amino acids and derivatives","Alpha amino acids and derivatives","N-acyl-alpha amino acids and derivatives","N-acyl-alpha amino acids"
"VGEREEWJJVICBM-UHFFFAOYSA-N","Completed","Organic compounds","Phenylpropanoids and polyketides","Linear 1,3-diarylpropanoids","Chalcones and dihydrochalcones","2'-Hydroxy-dihydrochalcones"
"AGNFWIZBEATIAK-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Phenylbutylamines","Phenylbutylamines"
"SZVNKXCDJUBPQO-DWMAKUKJSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds"
"DKRVGISYZLHNHZ-NDUYDNQLSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid esters","Steroid esters"
"SZVNKXCDJUBPQO-DWMAKUKJSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Prostaglandins and related compounds"
"JKRDADVRIYVCCY-UHFFFAOYSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Medium-chain fatty acids"
"RWKJTIHNYSIIHW-MEBVTJQTSA-N","Completed","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives","Lineolic acids and derivatives"
"AGNFWIZBEATIAK-UHFFFAOYSA-N","Completed","Organic compounds","Benzenoids","Benzene and substituted derivatives","Phenylbutylamines","Phenylbutylamines"
