feature_number,ecoNetConsensus,net_act,Day_CCA,Day_Dictyota,Day_Pocillopora verrucosa,Day_Porites lobata,Day_Turf,Night_CCA,Night_Dictyota,Night_Pocillopora verrucosa,Night_Porites lobata,Night_Turf,Daysum,Nightsum,DayNight_night,activity_night,DayNight_day,activity_day
10480,NA,-10480,NA,NA,NA,NA,NA,NA,0,2.5454935612634446,NA,NA,0,2.5454935612634446,Night,recalcitrant,NA,NA
10483,NA,-10483,NA,NA,6.687082078381215,NA,NA,NA,NA,6.308264672750799,NA,NA,6.687082078381215,6.308264672750799,Night,recalcitrant,Day,recalcitrant
10486,NA,1254,NA,NA,NA,NA,NA,NA,5.363305849871294,NA,NA,NA,0,5.363305849871294,Night,recalcitrant,Day,recalcitrant
10489,Organic acids and derivatives,437,NA,6.2538650975871946,NA,NA,NA,NA,NA,NA,NA,NA,6.2538650975871946,0,Night,recalcitrant,Day,depletolite
10490,NA,1307,NA,NA,0,3.1559618105103224,NA,NA,NA,NA,NA,NA,3.1559618105103224,0,Night,recalcitrant,Day,recalcitrant
10491,NA,6048,NA,6.497889970852029,NA,NA,NA,NA,NA,NA,NA,NA,6.497889970852029,0,NA,NA,Day,recalcitrant
10496,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",819,NA,5.899284528805801,NA,NA,NA,NA,NA,NA,NA,NA,5.899284528805801,0,NA,NA,Day,recalcitrant
10500,Lipids and lipid-like molecules,814,NA,NA,NA,NA,NA,NA,6.335191614475045,NA,NA,NA,0,6.335191614475045,Night,recalcitrant,Day,recalcitrant
10502,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1291,NA,6.450435094866506,NA,NA,NA,NA,NA,NA,NA,NA,6.450435094866506,0,Night,recalcitrant,Day,depletolite
10508,NA,-10508,5.814816195189781,5.947769973422568,7.0754525946754185,5.939769473349541,NA,NA,NA,7.120025528564567,2.781320785697021,NA,24.77780823663731,9.901346314261588,Night,recalcitrant,Day,recalcitrant
10509,Organic acids and derivatives,980,NA,5.9563182395314644,6.748166923699571,6.822430522141497,NA,NA,NA,6.56321006364937,6.606654032613147,NA,19.526915685372533,13.169864096262517,Night,recalcitrant,Day,recalcitrant
10510,NA,3817,NA,NA,6.504640370910965,NA,NA,NA,NA,6.807684426386837,NA,NA,6.504640370910965,6.807684426386837,Night,recalcitrant,Day,recalcitrant
10512,NA,537,NA,6.003507507936757,NA,6.13110617119337,NA,NA,NA,NA,NA,NA,12.134613679130126,0,Night,recalcitrant,Day,recalcitrant
10519,NA,-10519,NA,6.051019973157117,NA,NA,NA,NA,NA,NA,NA,NA,6.051019973157117,0,NA,NA,Day,recalcitrant
10520,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",-10520,NA,NA,6.641252276082282,NA,NA,NA,NA,6.919515514090623,NA,NA,6.641252276082282,6.919515514090623,Night,recalcitrant,Day,recalcitrant
10520,NA,-10520,NA,NA,6.641252276082282,NA,NA,NA,NA,6.919515514090623,NA,NA,6.641252276082282,6.919515514090623,Night,recalcitrant,Day,recalcitrant
10521,NA,256,NA,6.3282470386974286,NA,NA,NA,NA,NA,NA,NA,NA,6.3282470386974286,0,NA,NA,Day,recalcitrant
10526,NA,-10526,NA,NA,NA,NA,NA,NA,2.6169971631002493,5.180222264352515,NA,NA,0,7.797219427452764,Night,recalcitrant,NA,NA
10538,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1009,NA,2.8139062788041223,NA,NA,2.525296599399654,NA,NA,NA,NA,NA,5.339202878203777,0,Night,depletolite,Day,recalcitrant
10539,NA,-10539,6.621367962691921,6.503667594812382,3.322695911867598,6.432282660810591,NA,NA,NA,NA,NA,NA,22.88001413018249,0,Night,recalcitrant,Day,recalcitrant
10541,NA,-10541,NA,5.701791724689899,NA,NA,NA,NA,NA,NA,NA,NA,5.701791724689899,0,Night,recalcitrant,Day,recalcitrant
10543,NA,-10543,NA,NA,NA,NA,NA,NA,NA,2.4797613371829046,NA,NA,0,2.4797613371829046,Night,recalcitrant,Day,recalcitrant
10544,Organic acids and derivatives,154,NA,6.412983559101832,NA,NA,NA,NA,NA,5.172434224761695,NA,NA,6.412983559101832,5.172434224761695,Night,recalcitrant,Day,recalcitrant
1055,Organic acids and derivatives,27,NA,NA,NA,NA,NA,NA,6.789120890600053,NA,NA,NA,0,6.789120890600053,Night,recalcitrant,Day,recalcitrant
10550,NA,-10550,NA,6.266865640163362,NA,NA,NA,NA,NA,NA,NA,NA,6.266865640163362,0,NA,NA,Day,recalcitrant
10556,NA,-10556,NA,7.16026691905983,NA,NA,NA,NA,5.689574266915658,NA,NA,NA,7.16026691905983,5.689574266915658,Night,recalcitrant,Day,recalcitrant
10557,Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,91,NA,NA,7.593487253714359,NA,NA,NA,NA,7.889928662373727,NA,NA,7.593487253714359,7.889928662373727,Night,recalcitrant,Day,recalcitrant
10565,NA,3191,NA,6.008661389081427,NA,NA,NA,NA,NA,NA,NA,NA,6.008661389081427,0,Night,recalcitrant,Day,recalcitrant
10569,Organic acids and derivatives,199,NA,6.976759761572199,NA,NA,NA,NA,NA,NA,NA,NA,6.976759761572199,0,Night,depletolite,Day,depletolite
10570,NA,1198,NA,6.528807512524688,NA,NA,NA,NA,NA,NA,NA,NA,6.528807512524688,0,Night,recalcitrant,Day,recalcitrant
10572,Benzenoids,2261,NA,NA,6.683350201009182,NA,NA,NA,NA,NA,NA,NA,6.683350201009182,0,Night,depletolite,Day,depletolite
10573,Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,2749,NA,NA,NA,NA,NA,NA,5.926133960332651,NA,NA,NA,0,5.926133960332651,Night,recalcitrant,Day,recalcitrant
1058,NA,-1058,NA,NA,5.1440757635315855,NA,NA,5.877601372274876,2.6921085125190856,6.6129989211267475,NA,5.6396004285488095,5.1440757635315855,20.822309234469518,Night,recalcitrant,Day,recalcitrant
10580,Lipids and lipid-like molecules,1319,NA,NA,7.1499352545770805,NA,NA,NA,NA,7.907046075417411,NA,NA,7.1499352545770805,7.907046075417411,Night,recalcitrant,Day,recalcitrant
10582,NA,334,NA,5.810278948846478,NA,NA,NA,NA,NA,NA,NA,NA,5.810278948846478,0,NA,NA,Day,recalcitrant
10591,NA,-10591,NA,5.981739584764743,NA,NA,NA,NA,NA,NA,NA,NA,5.981739584764743,0,NA,NA,Day,recalcitrant
10593,Organic nitrogen compounds,534,NA,8.434724171540449,NA,NA,NA,NA,NA,NA,NA,NA,8.434724171540449,0,Night,recalcitrant,Day,recalcitrant
10595,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",2199,NA,7.883687917404558,NA,NA,NA,NA,8.473005318695602,NA,NA,NA,7.883687917404558,8.473005318695602,Night,recalcitrant,Day,recalcitrant
10597,Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives,480,6.022756925124349,7.822239690018467,3.399971572420696,NA,NA,NA,NA,NA,NA,NA,17.24496818756351,0,Night,depletolite,Day,depletolite
10599,Organic acids and derivatives,199,NA,7.6745008168044215,NA,NA,NA,NA,NA,NA,NA,NA,7.6745008168044215,0,Night,depletolite,Day,depletolite
10601,Lipids and lipid-like molecules,393,NA,7.277842496220696,NA,NA,NA,NA,7.231223691503417,NA,NA,NA,7.277842496220696,7.231223691503417,Night,depletolite,Day,recalcitrant
10602,Lipids and lipid-like molecules,5070,3.5248975364790045,3.7254274884118237,NA,7.481134490428353,NA,3.6444504938165916,6.933471444795439,0,7.6015758661388135,NA,14.73145951531918,18.179497804750845,Night,recalcitrant,Day,recalcitrant
10603,NA,-10603,NA,3.8201337653030176,NA,NA,NA,NA,3.536723094417053,NA,NA,NA,3.8201337653030176,3.536723094417053,Night,recalcitrant,Day,recalcitrant
10604,NA,-10604,NA,NA,8.549875574340785,NA,NA,NA,NA,NA,NA,NA,8.549875574340785,0,Night,recalcitrant,Day,depletolite
10605,NA,-10605,NA,7.46142849155302,NA,NA,NA,NA,NA,NA,NA,NA,7.46142849155302,0,NA,NA,Day,recalcitrant
10608,NA,-10608,NA,7.350927168791059,NA,NA,NA,NA,NA,NA,NA,NA,7.350927168791059,0,NA,NA,Day,recalcitrant
10609,NA,-10609,NA,3.664413290152681,NA,NA,NA,NA,NA,NA,NA,NA,3.664413290152681,0,NA,NA,Day,recalcitrant
10610,NA,-10610,NA,7.240520649739199,NA,NA,NA,NA,NA,NA,NA,NA,7.240520649739199,0,NA,NA,Day,recalcitrant
10613,Organic acids and derivatives,980,NA,6.872826510789354,6.944560228017167,6.84698766365476,NA,NA,6.340598104380484,6.12693664032332,6.287851222646059,NA,20.66437440246128,18.755385967349863,Night,recalcitrant,Day,recalcitrant
10614,Organic nitrogen compounds,534,NA,7.27589475089902,NA,NA,NA,NA,NA,NA,NA,NA,7.27589475089902,0,Night,recalcitrant,Day,recalcitrant
10615,NA,-10615,NA,7.152795019983386,NA,NA,NA,NA,NA,NA,NA,NA,7.152795019983386,0,NA,NA,Day,recalcitrant
10616,Organic acids and derivatives,199,NA,7.634187499222789,NA,NA,NA,NA,NA,NA,NA,NA,7.634187499222789,0,Night,depletolite,Day,depletolite
10617,NA,-10617,NA,7.086427398895681,NA,NA,NA,NA,NA,NA,NA,NA,7.086427398895681,0,NA,NA,Day,recalcitrant
10619,Organic acids and derivatives,199,NA,6.973692832617544,NA,NA,NA,NA,NA,NA,NA,NA,6.973692832617544,0,Night,depletolite,Day,depletolite
10620,Organic acids and derivatives,199,NA,7.044321610665884,NA,NA,NA,NA,NA,NA,NA,NA,7.044321610665884,0,Night,depletolite,Day,depletolite
10621,NA,-10621,NA,7.076294993135083,NA,NA,NA,NA,NA,NA,NA,NA,7.076294993135083,0,NA,NA,Day,recalcitrant
10622,NA,59,NA,6.970596948251688,NA,NA,NA,NA,NA,NA,NA,NA,6.970596948251688,0,NA,NA,Day,depletolite
10624,NA,-10624,NA,6.847570423058077,NA,NA,NA,NA,NA,NA,NA,NA,6.847570423058077,0,NA,NA,Day,recalcitrant
10629,Organic acids and derivatives,199,NA,3.4299764067646445,NA,NA,NA,NA,NA,NA,NA,NA,3.4299764067646445,0,Night,depletolite,Day,depletolite
10631,NA,-10631,NA,6.829123084101742,NA,NA,NA,NA,NA,NA,NA,NA,6.829123084101742,0,NA,NA,Day,recalcitrant
10632,Lipids and lipid-like molecules;Fatty Acyls,165,NA,NA,NA,7.102035398892179,NA,NA,8.116726447230294,NA,NA,NA,7.102035398892179,8.116726447230294,Night,recalcitrant,Day,recalcitrant
10633,NA,-10633,NA,7.212814002905844,NA,NA,NA,NA,NA,NA,NA,NA,7.212814002905844,0,NA,NA,Day,recalcitrant
10634,NA,-10634,NA,6.846176904053525,NA,NA,NA,NA,NA,NA,NA,NA,6.846176904053525,0,NA,NA,Day,depletolite
10639,Organic acids and derivatives,199,NA,7.080452409590135,NA,NA,NA,NA,6.370965430011996,NA,NA,NA,7.080452409590135,6.370965430011996,Night,depletolite,Day,depletolite
10640,NA,338,NA,7.776612318878996,NA,NA,NA,NA,NA,NA,NA,NA,7.776612318878996,0,Night,recalcitrant,Day,recalcitrant
10641,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",2199,NA,8.088971260990839,NA,NA,NA,NA,NA,NA,NA,NA,8.088971260990839,0,Night,recalcitrant,Day,recalcitrant
10642,NA,1050,NA,6.593923754296631,NA,NA,NA,NA,6.114804362234764,NA,NA,NA,6.593923754296631,6.114804362234764,Night,recalcitrant,Day,recalcitrant
10643,NA,-10643,NA,6.3188902051839255,NA,NA,NA,5.973146996820111,NA,NA,NA,NA,6.3188902051839255,5.973146996820111,Night,recalcitrant,Day,recalcitrant
10644,Organic acids and derivatives,199,NA,6.402680305369923,NA,NA,NA,NA,NA,NA,NA,NA,6.402680305369923,0,Night,depletolite,Day,depletolite
10645,Lipids and lipid-like molecules,231,NA,6.626964302014578,NA,NA,NA,NA,6.143225794938513,NA,NA,NA,6.626964302014578,6.143225794938513,Night,recalcitrant,Day,recalcitrant
10646,Lipids and lipid-like molecules,26,NA,6.518076091406817,NA,NA,NA,NA,6.143658305217899,0,NA,NA,6.518076091406817,6.143658305217899,Night,recalcitrant,Day,recalcitrant
10647,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",336,NA,6.795465174522541,NA,NA,NA,NA,NA,NA,NA,NA,6.795465174522541,0,Night,depletolite,Day,depletolite
10648,NA,-10648,NA,6.455941742768507,NA,NA,NA,NA,NA,NA,NA,NA,6.455941742768507,0,NA,NA,Day,recalcitrant
10649,NA,-10649,NA,6.60460600801515,NA,NA,NA,NA,NA,NA,NA,NA,6.60460600801515,0,NA,NA,Day,recalcitrant
10650,NA,-10650,NA,7.8632048956613305,NA,NA,NA,NA,NA,NA,NA,NA,7.8632048956613305,0,Night,recalcitrant,Day,recalcitrant
10651,Organic acids and derivatives,1881,NA,7.382939324641886,NA,NA,NA,NA,NA,NA,NA,NA,7.382939324641886,0,Night,recalcitrant,Day,recalcitrant
10652,Organic acids and derivatives,1881,NA,8.11056510456427,NA,NA,NA,NA,NA,NA,NA,NA,8.11056510456427,0,Night,recalcitrant,Day,recalcitrant
10654,Organic acids and derivatives,712,NA,7.622332269113841,NA,NA,NA,NA,NA,NA,NA,NA,7.622332269113841,0,Night,recalcitrant,Day,recalcitrant
10655,NA,-10655,NA,6.050406495842617,NA,NA,NA,NA,NA,NA,NA,NA,6.050406495842617,0,NA,NA,Day,recalcitrant
10656,NA,-10656,NA,6.456115958235479,NA,NA,NA,NA,NA,NA,NA,NA,6.456115958235479,0,NA,NA,Day,recalcitrant
10657,NA,2090,0,6.814881442045603,0,NA,NA,NA,NA,NA,NA,NA,6.814881442045603,0,NA,NA,Day,recalcitrant
10659,NA,-10659,NA,NA,7.942962980985648,NA,NA,NA,NA,NA,NA,NA,7.942962980985648,0,Night,recalcitrant,Day,recalcitrant
10660,Organic acids and derivatives,980,NA,6.887667125184883,6.570992314478028,6.599097824514878,NA,NA,NA,NA,NA,NA,20.057757264177788,0,Night,recalcitrant,Day,recalcitrant
10664,Organic acids and derivatives,1881,NA,7.447249897532281,NA,NA,NA,NA,NA,NA,NA,NA,7.447249897532281,0,Night,recalcitrant,Day,recalcitrant
10666,NA,4566,NA,6.534681561614874,NA,NA,NA,NA,NA,NA,NA,NA,6.534681561614874,0,Night,recalcitrant,Day,depletolite
10667,NA,888,NA,7.549337888820922,6.845387263025701,NA,NA,NA,NA,6.938045146456156,NA,NA,14.394725151846623,6.938045146456156,Night,recalcitrant,Day,recalcitrant
10669,NA,-10669,NA,6.578837005705958,NA,NA,NA,NA,NA,NA,NA,NA,6.578837005705958,0,NA,NA,Day,recalcitrant
10670,NA,3485,7.280955516606472,7.382195947286463,NA,NA,NA,NA,NA,NA,NA,NA,14.663151463892934,0,Night,recalcitrant,Day,recalcitrant
10671,Lipids and lipid-like molecules;Fatty Acyls;Fatty acid esters,21,NA,6.906514688471976,NA,NA,NA,NA,7.148683957414352,NA,NA,NA,6.906514688471976,7.148683957414352,Night,depletolite,Day,depletolite
10672,Lipids and lipid-like molecules;Fatty Acyls;Eicosanoids,2156,NA,7.94135235250368,NA,NA,NA,NA,NA,NA,NA,NA,7.94135235250368,0,Night,recalcitrant,Day,recalcitrant
10673,NA,-10673,NA,7.575579391024511,NA,NA,NA,NA,NA,NA,NA,NA,7.575579391024511,0,Night,recalcitrant,Day,recalcitrant
10676,Organic acids and derivatives,199,NA,6.587912076386037,NA,NA,NA,NA,NA,NA,NA,NA,6.587912076386037,0,Night,depletolite,Day,depletolite
10677,NA,-10677,NA,7.315792152664583,NA,NA,NA,NA,NA,NA,NA,NA,7.315792152664583,0,Night,recalcitrant,Day,recalcitrant
10678,Organic acids and derivatives,199,NA,5.667561744709636,NA,NA,NA,NA,NA,NA,NA,NA,5.667561744709636,0,Night,depletolite,Day,depletolite
10679,NA,-10679,NA,6.613732628303676,NA,NA,NA,NA,NA,NA,NA,NA,6.613732628303676,0,NA,NA,Day,recalcitrant
10681,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1291,NA,6.622598426532766,NA,NA,NA,NA,NA,NA,NA,NA,6.622598426532766,0,Night,recalcitrant,Day,depletolite
10684,NA,-10684,NA,7.499791034698935,NA,NA,NA,NA,NA,NA,NA,NA,7.499791034698935,0,Night,recalcitrant,Day,recalcitrant
10686,NA,-10686,NA,7.710272397091361,NA,NA,NA,NA,NA,NA,NA,NA,7.710272397091361,0,Night,recalcitrant,Day,recalcitrant
10687,Organic acids and derivatives,199,NA,6.745717038244004,NA,NA,NA,NA,NA,NA,NA,NA,6.745717038244004,0,Night,depletolite,Day,depletolite
10689,Organic acids and derivatives,437,NA,6.445215641767721,NA,NA,NA,NA,NA,NA,NA,NA,6.445215641767721,0,Night,recalcitrant,Day,depletolite
10691,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1291,NA,6.622248924706838,NA,6.1688306018546175,NA,NA,NA,NA,NA,NA,12.791079526561456,0,Night,recalcitrant,Day,depletolite
10695,NA,-10695,NA,7.379307050981267,NA,NA,NA,NA,NA,NA,NA,NA,7.379307050981267,0,Night,recalcitrant,Day,recalcitrant
10696,NA,-10696,NA,7.791904623398067,NA,NA,NA,NA,NA,NA,NA,NA,7.791904623398067,0,Night,recalcitrant,Day,recalcitrant
10697,NA,-10697,NA,6.58126228602176,6.334079798799467,NA,NA,NA,NA,NA,NA,NA,12.915342084821226,0,NA,NA,Day,recalcitrant
10699,NA,-10699,NA,3.1168382305972755,NA,NA,NA,NA,NA,NA,NA,NA,3.1168382305972755,0,NA,NA,Day,recalcitrant
10701,NA,-10701,NA,6.877666525525206,NA,NA,NA,NA,NA,NA,NA,NA,6.877666525525206,0,NA,NA,Day,recalcitrant
10702,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",336,NA,6.535887984677709,NA,NA,NA,NA,NA,NA,NA,NA,6.535887984677709,0,Night,depletolite,Day,depletolite
10704,NA,-10704,NA,6.197896127416017,NA,NA,NA,NA,NA,NA,NA,NA,6.197896127416017,0,NA,NA,Day,recalcitrant
10705,Organic acids and derivatives,197,NA,6.023446141411905,NA,NA,NA,NA,NA,NA,NA,NA,6.023446141411905,0,Night,recalcitrant,Day,recalcitrant
10706,NA,-10706,NA,6.5032538526652734,NA,NA,NA,NA,NA,NA,NA,NA,6.5032538526652734,0,NA,NA,Day,recalcitrant
10713,Organoheterocyclic compounds;Oxazinanes;Morpholines,-10713,NA,7.704903543170939,NA,NA,NA,NA,NA,NA,NA,NA,7.704903543170939,0,Night,recalcitrant,Day,recalcitrant
10713,NA,-10713,NA,7.704903543170939,NA,NA,NA,NA,NA,NA,NA,NA,7.704903543170939,0,Night,recalcitrant,Day,recalcitrant
10714,NA,-10714,NA,NA,5.7509927204161695,NA,2.9207390367210078,NA,NA,6.115583615305434,NA,NA,8.671731757137177,6.115583615305434,Night,depletolite,Day,recalcitrant
10715,Organic acids and derivatives,437,NA,6.4348548017929925,NA,NA,NA,NA,NA,NA,NA,NA,6.4348548017929925,0,Night,recalcitrant,Day,depletolite
10716,Organic acids and derivatives,199,NA,6.641682964568139,NA,NA,NA,NA,NA,NA,NA,NA,6.641682964568139,0,Night,depletolite,Day,depletolite
10718,NA,1675,NA,6.247122946595521,NA,NA,NA,NA,NA,NA,NA,NA,6.247122946595521,0,NA,NA,Day,recalcitrant
10719,NA,-10719,NA,6.1130850237534045,NA,NA,NA,NA,NA,NA,NA,NA,6.1130850237534045,0,NA,NA,Day,recalcitrant
10720,NA,-10720,NA,6.238159450334847,NA,NA,NA,NA,NA,NA,NA,NA,6.238159450334847,0,NA,NA,Day,recalcitrant
10727,NA,-10727,NA,NA,NA,NA,NA,NA,NA,NA,6.013308106916318,NA,0,6.013308106916318,Night,recalcitrant,Day,recalcitrant
10728,Organic oxygen compounds,1969,NA,6.297831880644507,6.7472701070111425,NA,NA,NA,NA,6.417475309876837,NA,NA,13.045101987655649,6.417475309876837,Night,depletolite,Day,depletolite
10731,NA,61,7.088843798019098,6.892327677324195,NA,NA,NA,NA,NA,NA,NA,NA,13.981171475343292,0,Night,depletolite,Day,recalcitrant
10734,NA,-10734,NA,6.911506163572339,NA,NA,NA,NA,NA,NA,NA,NA,6.911506163572339,0,Night,recalcitrant,Day,recalcitrant
10739,NA,2486,NA,6.291133018212262,NA,NA,NA,NA,NA,NA,NA,NA,6.291133018212262,0,Night,recalcitrant,Day,recalcitrant
10741,NA,-10741,NA,5.709968459137561,NA,NA,NA,NA,NA,NA,NA,NA,5.709968459137561,0,NA,NA,Day,recalcitrant
10752,Lipids and lipid-like molecules;Fatty Acyls;Fatty amides,17,NA,7.098938191689136,NA,NA,NA,NA,NA,NA,NA,NA,7.098938191689136,0,Night,depletolite,Day,depletolite
10755,Organic oxygen compounds,1969,NA,6.110486270197751,6.504955844541738,NA,NA,NA,NA,6.1665835058111185,NA,NA,12.615442114739489,6.1665835058111185,Night,depletolite,Day,depletolite
10757,NA,-10757,7.212773938786144,7.220533415780713,NA,NA,NA,NA,NA,NA,NA,NA,14.433307354566857,0,Night,recalcitrant,Day,recalcitrant
10760,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",131,NA,6.347103557738992,7.162204264558239,7.241310880093554,NA,NA,NA,6.998418445361423,3.214255994353112,NA,20.750618702390785,10.212674439714535,Night,depletolite,Day,depletolite
10763,Benzenoids,1018,6.188811913987455,6.148219226012449,7.050679537699443,NA,NA,6.283086897180784,NA,NA,NA,NA,19.387710677699346,6.283086897180784,Night,depletolite,Day,recalcitrant
10764,Organic acids and derivatives,437,NA,6.16105815349212,NA,NA,NA,NA,NA,NA,NA,NA,6.16105815349212,0,Night,recalcitrant,Day,depletolite
10769,NA,87,NA,NA,6.381952298896297,6.045237547910078,NA,NA,NA,6.193486026114481,NA,NA,12.427189846806375,6.193486026114481,Night,depletolite,Day,depletolite
10770,NA,-10770,NA,NA,NA,NA,NA,6.067383430633198,6.117859205262927,5.93336878995933,NA,NA,0,18.118611425855455,Night,recalcitrant,Day,recalcitrant
10771,NA,-10771,NA,6.198662175219592,NA,NA,NA,NA,NA,NA,NA,NA,6.198662175219592,0,NA,NA,Day,recalcitrant
10772,NA,-10772,NA,6.974777819816163,NA,NA,NA,NA,NA,NA,NA,NA,6.974777819816163,0,Night,recalcitrant,Day,recalcitrant
10773,NA,-10773,NA,6.266208431193959,NA,NA,NA,NA,NA,NA,NA,NA,6.266208431193959,0,NA,NA,Day,recalcitrant
10775,Organic acids and derivatives,437,NA,6.252859889959476,NA,NA,NA,NA,NA,NA,NA,NA,6.252859889959476,0,Night,recalcitrant,Day,depletolite
10776,Lipids and lipid-like molecules,2768,NA,NA,NA,NA,NA,6.41617348727201,NA,NA,NA,NA,0,6.41617348727201,Night,recalcitrant,Day,recalcitrant
10779,Organic acids and derivatives,412,NA,6.097894447280314,NA,NA,NA,NA,NA,NA,NA,NA,6.097894447280314,0,Night,recalcitrant,Day,recalcitrant
1078,NA,-1078,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,Night,recalcitrant,NA,NA
10780,Benzenoids;Benzene and substituted derivatives;Phenylmethylamines,952,NA,NA,NA,NA,NA,6.553175582185978,NA,6.868425553127928,7.575564815347647,NA,0,20.997165950661554,Night,depletolite,Day,recalcitrant
10782,NA,1258,NA,NA,NA,NA,NA,6.1546595180925685,NA,NA,NA,NA,0,6.1546595180925685,Night,recalcitrant,Day,recalcitrant
10783,NA,37,6.747658271942171,6.653290061794426,6.4803725875550855,NA,NA,6.61506276005723,NA,7.217316244444715,3.309662867904328,6.2694845177789125,19.88132092129168,23.411526390185184,Night,depletolite,Day,recalcitrant
10784,Organic acids and derivatives,437,NA,6.2451470780881335,NA,NA,NA,NA,NA,NA,NA,NA,6.2451470780881335,0,Night,recalcitrant,Day,depletolite
10787,Organic acids and derivatives,199,NA,5.9742593568407045,NA,NA,NA,NA,NA,NA,NA,NA,5.9742593568407045,0,Night,depletolite,Day,depletolite
10793,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",1914,NA,6.383025197405864,NA,NA,NA,NA,NA,NA,NA,NA,6.383025197405864,0,NA,NA,Day,recalcitrant
10796,NA,-10796,NA,6.132889615284029,NA,NA,NA,NA,NA,NA,NA,NA,6.132889615284029,0,NA,NA,Day,recalcitrant
10797,NA,-10797,7.178161378267477,6.431824723477714,8.032286036207283,7.085209680125439,NA,6.4113841285116315,6.575544162391463,8.33449297644514,6.885154172426864,NA,28.727481818077912,28.2065754397751,Night,recalcitrant,Day,recalcitrant
10801,NA,-10801,NA,7.376863285412101,NA,NA,NA,NA,NA,NA,NA,NA,7.376863285412101,0,Night,recalcitrant,Day,recalcitrant
10804,NA,3849,NA,5.738877750168463,NA,NA,NA,NA,NA,NA,NA,NA,5.738877750168463,0,NA,NA,Day,recalcitrant
10805,NA,-10805,7.1336476802719595,7.0677507261685175,NA,NA,NA,NA,NA,NA,NA,NA,14.201398406440477,0,Night,recalcitrant,Day,recalcitrant
10806,NA,-10806,NA,6.315725168777315,NA,6.140499883714131,NA,NA,NA,NA,NA,NA,12.456225052491448,0,NA,NA,Day,recalcitrant
10808,Organic acids and derivatives,437,NA,6.136365211273272,NA,NA,NA,NA,NA,NA,NA,NA,6.136365211273272,0,Night,recalcitrant,Day,depletolite
10809,NA,-10809,NA,7.229778552225648,NA,NA,NA,NA,NA,NA,NA,NA,7.229778552225648,0,Night,recalcitrant,Day,recalcitrant
10810,Organic acids and derivatives,35,NA,6.207784305620048,NA,NA,NA,NA,NA,NA,NA,NA,6.207784305620048,0,Night,recalcitrant,Day,recalcitrant
10813,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",704,NA,5.900081225699674,NA,NA,NA,NA,NA,NA,NA,NA,5.900081225699674,0,Night,recalcitrant,Day,recalcitrant
